"id","tags","pred"
"861","visas borders schengen denmark russian-citizens","controls denmark"
"862","visas usa esta","authorization esta"
"863","spain islands guidebooks","guidebook menorca"
"868","safety transportation taxis tajikistan dushanbe","taxi dushanbe"
"874","visas","traveler maximum"
"877","usa passports us-citizens","expedited renew"
"879","usa transportation buses greyhound","station greyhound"
"882","europe canada automobiles overland shipping","canada car"
"885","visas europe france ofii long-stay-visas","stamp ofii"
"886","france public-transport paris high-speed-rail","montparnasse gare"
"888","visas taiwan","taiwan day"
"890","air-travel airlines luggage tips-and-tricks","kg trick"
"893","driving germany","benefits aaa"
"894","air-travel australia china china-southern-airlines guangzhou","melbourne guangzhou"
"898","air-travel long-haul footwear","feet shoes"
"901","australia ecotourism nature-and-wildlife","melbourne wildlife"
"910","public-transport france high-speed-rail sncf","ticket tickets"
"911","air-travel airlines tips-and-tricks loyalty-programs upgrades","managed upgrades"
"920","money germany payment-cards","credit cards"
"921","ferries georgia-country black-sea ukraine","ukraine crimea"
"927","air-travel luggage bicycles","bring bicycle"
"932","air-travel safety luggage","permanent markers"
"934","visas legal customs-and-immigration taiwan overstaying","overstaying penalty"
"935","budget transportation rome venice","rome venice"
"938","russia china trains trans-siberian mongolia","siberian trans"
"945","budget air-travel tickets travel-agents","travel agent"
"946","air-travel tickets online-resources","lowest sites"
"948","budget air-travel","package courier"
"953","air-travel safety cellphones gear","mode ryanair"
"956","air-travel usa planning customs-and-immigration transit","consider connecting"
"960","visas usa uk","teacher teaching"
"962","airlines loyalty-programs star-alliance oneworld","loyal alliance"
"965","air-travel safety gear","eink kindle"
"972","europe guides activities stockholm museums","museum stockholm"
"973","usa passports us-citizens","citizen long"
"975","online-resources planning paris museums louvre","louvre exhibitions"
"979","gear","ink pen"
"981","gear international-travel driving automobiles terminology","stickers headlights"
"983","safety health tajikistan","tajikistan warfarin"
"990","visas us-citizens ukraine lithuania","ukraine lithuania"
"991","visas eu-citizens visas-on-arrival indonesia visa-extensions","voa extend"
"995","usa driving legal driving-licenses","gets foreigner"
"996","budget tips-and-tricks solo-travel","hostels solo"
"997","work around-the-world working-holiday","winter warm"
"1000","cellphones nicaragua","phone cell"
"1001","visas online-resources central-america nicaragua us-citizens","citizen nicaragua"
"1003","overland tajikistan kyrgyzstan dushanbe bishkek","bishkek dushanbe"
"1006","china online-resources maps","downloadable maps"
"1011","budget us-citizens payment-cards fees-and-charges atms","atm fees"
"1012","money nicaragua exchange","dollar rate"
"1013","online-resources work south-america central-america mexico","leading travel"
"1014","air-travel health tips-and-tricks long-haul jetlag","flights tend"
"1023","public-transport payment-cards netherlands","ov chipkaart"
"1029","transportation tours china nature-and-wildlife guangzhou","sanctuary panda"
"1031","air-travel gear luggage","naivety guitar"
"1033","planning children ireland northern-ireland","sites ireland"
"1038","visas airports kazakhstan transit visas-on-arrival","arrival kazakhstan"
"1041","safety kyrgyzstan dushanbe central-asia pamir-highway","pamir highway"
"1042","china overland caucasus mongolia central-asia","russia mongolia"
"1043","visas china","outside country"
"1044","camping maps ireland","ireland atlas"
"1057","usa sightseeing landmarks seattle architecture","space needle"
"1060","recommendations destinations adventure cambodia siem-reap","wat angkor"
"1063","georgia-country borders caucasus disputed-territories","abkhazia georgia"
"1064","russia georgia-country disputed-territories war-zones","georgia ossetia"
"1076","guides switzerland mountains","suvorov glarus"
"1079","caribbean freighter-travel shipping","caribbean computers"
"1080","air-travel health children long-haul seating","seat child"
"1081","beaches tanzania","tanzania zanzibar"
"1083","air-travel planning international-travel tickets south-america","return ve"
"1089","camping beaches japan tokyo","camping lists"
"1090","gear hiking footwear","comfortable pair"
"1095","italy outdoor-activities","val trentino"
"1098","embassies consulates services","consular support"
"1102","visas usa terminology","green lottery"
"1104","russia trains kyrgyzstan bishkek novosibirsk","novosibirsk bishkek"
"1106","air-travel airlines london mongolia ulan-bator","ulan bator"
"1141","legal mexico","carmen esmeralda"
"1146","transportation argentina buenos-aires iguazu-falls","available iguazu"
"1153","money australia atms payment-cards","fees banks"
"1154","visas long-term singapore paperwork","surrendered pass"
"1157","visas overland ukraine romania australian-citizens","ukraine visa"
"1158","usa driving children road-trips sightseeing","toddler entertaining"
"1162","visas transit china beijing new-zealand-citizens","airports transit"
"1163","trains kyrgyzstan bishkek","balykchy bishkek"
"1166","france luggage trains high-speed-rail paris","platforms left"
"1167","planning sightseeing france paris landmarks","tuesday closed"
"1172","accommodation london rental","term dorms"
"1173","air-travel usa budget airlines low-cost-carriers","low airlines"
"1209","air-travel airlines stop-overs","free london"
"1224","safety tips-and-tricks local-customs officials corruption","harassed corrupt"
"1229","accommodation rental spain group-travel madrid","housing madrid"
"1235","visas mongolia irkutsk almaty","almaty amp"
"1237","visas budget europe road-trips solo-travel","point unplanned"
"1238","visas georgia-country caucasus australian-citizens","georgia australian"
"1240","air-travel health uk airport-security lhr","ray chest"
"1242","sightseeing stockholm sweden","stockholm subway"
"1251","india beggars","charities beggars"
"1260","budget online-resources accommodation","price range"
"1264","visas usa israel us-citizens","israel logistics"
"1265","china airport-transfer syx","sanya syx"
"1266","airlines syx mel cathay-pacific china-southern-airlines","china southern"
"1282","trains kazakhstan almaty astana","talgo almaty"
"1286","air-travel online-resources tips-and-tricks","return online"
"1288","russia routes kazakhstan novosibirsk astana","astana novosibirsk"
"1298","airport-transfer zimbabwe victoria-falls","falls victoria"
"1300","air-travel international-travel airlines africa south-america","africa connect"
"1303","germany guidebooks","black forest"
"1304","wifi kazakhstan astana tse","sleeping wifi"
"1306","spain rental driving-licenses motorcycles","motorcycle licence"
"1308","islands remote-locations","palau islands"
"1310","budget transportation germany","hannover freiburg"
"1314","safety tips-and-tricks airports security sleeping","tactics sleeping"
"1315","public-transport san-francisco northern-california","chinatown sonoma"
"1316","london nightlife","bands folk"
"1319","visas usa b1-b2-visas change-purpose-of-travel","purpose business"
"1327","canada vancouver day-trips winter-sports","vancouver resorts"
"1328","france sightseeing caves loire-valley","loire caves"
"1330","air-travel luggage united-airlines compensation disputes","united compensation"
"1332","europe identify-this","province flag"
"1336","usa online-resources road-trips western-usa","orientate resources"
"1339","online-resources planning","options theses"
"1340","budget legal europe camping","tent wild"
"1343","planning sightseeing switzerland weather-and-climate","weather peaks"
"1366","visas usa work","fog internship"
"1370","online-resources germany hotels","websites room"
"1372","planning online-resources","makes software"
"1374","budget norway","norway significantly"
"1378","usa europe cellphones","work cellphones"
"1379","local-customs culture turkey gifts","family gift"
"1400","planning rental london accommodation","england st"
"1404","air-travel online-resources planning flight-search-engines","underlying sold"
"1406","gear italy hiking mountains dolomites","dolomites sunglasses"
"1407","online-resources wifi no-costs","free hotspots"
"1411","sightseeing london tourist-traps","tourists overcrowded"
"1423","budget international-travel payment-cards fees-and-charges","credit fees"
"1425","transportation russia mongolia ulan-bator irkutsk","ulaanbaatar irkutsk"
"1428","air-travel children seating","infant bassinet"
"1429","budget food-and-drink orlando disney","disney dining"
"1432","visas russia invitation-letter","russia invitation"
"1435","sightseeing identify-this architecture religion","moscow church"
"1443","budget study","scholarships phd"
"1444","health international-travel tips-and-tricks","weight scales"
"1448","budget south-africa","peru excursions"
"1451","planning weather-and-climate iceland auroras reykjavik","intersect year"
"1453","visas air-travel france germany","euroairport schengen"
"1454","safety nature-and-wildlife uganda","conservation gorillas"
"1455","health china insects","anti mosquito"
"1456","france seasonal nature-and-wildlife","year lavender"
"1468","israel jordan petra ruins","israel petra"
"1469","planning transportation accommodation taxis sri-lanka","ella taxi"
"1475","europe london manchester","trafford manchester"
"1480","usa local-customs hotels tipping florida","palm tip"
"1482","public-transport greece macedonia balkans","greece macedonia"
"1483","transportation denmark bicycles","bike copenhagen"
"1488","air-travel international-travel airports customs-and-immigration","credential customs"
"1492","international-travel cellphones mobile-operators","etisalat aed"
"1493","air-travel usa airport-security hand-luggage","sized sand"
"1496","planning local-customs israel culture","israel sabbath"
"1497","visas passports israel passport-stamps","repercussions stamp"
"1498","uk hiking scotland","countryside edinburgh"
"1503","accommodation israel palestine west-bank dead-sea","dead sea"
"1504","passports israel iran passport-stamps kuwait","kuwait israel"
"1507","europe sightseeing trains london sweden","stersund copenhagen"
"1509","transportation overland israel palestine west-bank","hire palestine"
"1517","israel itineraries","ramon petra"
"1518","china cellphones wifi data-plans","china data"
"1520","usa china cellphones communication","china cheapest"
"1522","online-resources ferries greece athens","naxos deck"
"1529","airports payment-cards lounges","gold premier"
"1534","sightseeing canada montreal","neighborhoods montreal"
"1538","visas air-travel usa uk canada","canada esta"
"1539","data-plans netherlands communication","minute calls"
"1542","italy activities event-travel formula-one grands-prix","tickets prix"
"1547","europe insurance","plans insurance"
"1550","visas singapore","pakistani singapore"
"1552","israel itineraries","galilee golan"
"1557","airlines loyalty-programs","star alliance"
"1559","transportation mongolia ulan-bator national-parks","gorkhi terelj"
"1563","vantage-points photography boston","bird boston"
"1564","air-travel australia mel melbourne stop-overs","australia melbourne"
"1565","safety morocco","morocco safety"
"1568","visas usa","record departure"
"1571","public-transport uk driving beaches","sea oxford"
"1573","planning sightseeing nature-and-wildlife spain hiking","opportunities architecture"
"1585","cruising egypt","cruise nile"
"1589","visas israel jordan","jordan jordanian"
"1591","china australia mobile-operators cellphones","australian mobile"
"1593","hotels","rooms twin"
"1594","visas usa passports esta","validity esta"
"1596","money london tips-and-tricks exchange","unusual currencies"
"1598","air-travel terminology technical-stops","stop technical"
"1606","sightseeing planning china","rice terraces"
"1615","budget trains europe tickets bookings","budapest train"
"1618","sightseeing canada nova-scotia","nova scotia"
"1622","visas europe china us-citizens","obtain europe"
"1625","hotels southern-california","venice beach"
"1627","airlines loyalty-programs star-alliance us-airways united-airlines","benefits continental"
"1628","passports borders serbia passport-stamps kosovo","albania kosovo"
"1629","europe trains istanbul greece athens","istanbul athens"
"1634","china vantage-points shanghai","view shanghai"
"1638","trains buses romania bucharest","basarabi bucharest"
"1640","public-transport southern-california nature-and-wildlife day-trips","anaheim methuselah"
"1642","air-travel airlines safety low-cost-carriers china-airlines","china airlines"
"1645","usa driving canada toronto vancouver","toronto vancouver"
"1646","spain","bars tapas"
"1648","buses beaches montenegro","beaches budva"
"1651","children netherlands taxis child-safety-seat","eindhoven maasbree"
"1654","usa driving driving-licenses australian-citizens","drivers licence"
"1656","southeast-asia ethical-travel hunting","sustainable hunting"
"1665","adventure hawaii submarine","navy submarine"
"1666","adventure canada cruising work","ship crew"
"1667","china health beijing","vaccination hep"
"1668","public-transport airport-transfer canada vancouver yvr","friday skytrain"
"1671","air-travel loyalty-programs korean-air delta-airlines","korean mileage"
"1676","air-travel budget online-resources airlines","websites discount"
"1677","usa cellphones data-plans","sims data"
"1678","air-travel visas usa spain one-way","spain one"
"1690","planning backpacking clothing","backpacking bring"
"1691","visas multiple-entry new-zealand-citizens zimbabwe","entry zimbabwe"
"1697","usa budget sightseeing new-york-city","weekend labor"
"1700","australia ferries sea-travel","darwin timor"
"1701","planning northern-ireland","places belfast"
"1703","visas online-resources","resource rules"
"1707","france car-rentals spain pyrenees","requirements special"
"1709","visas russia ferries georgia-country ukraine","ukraine russian"
"1710","budget data-plans mobile-operators","outside data"
"1712","visas russia australian-citizens","roflcopter russian"
"1772","health language-barrier","names translate"
"1777","airports kuala-lumpur kul","hour infrequent"
"1786","money tips-and-tricks exchange","foreign coins"
"1803","france tips-and-tricks spain tourist-traps","precautions pyrenees"
"1805","accommodation vancouver hostels","hostels downtown"
"1808","adventure mongolia ulan-bator","rider horseback"
"1813","belgium high-speed-rail lounges brussels thalys","thalys lounge"
"1815","road-trips central-america mexico honduras guatemala","copan honduras"
"1817","europe road-trips eastern-europe balkans southeast-europe","especially southeastern"
"1822","camping tips-and-tricks beaches singapore","camping tips"
"1827","health tips-and-tricks","avoid sick"
"1833","online-resources hotels","maps bing"
"1835","borders taxis bulgaria","taxi ruse"
"1836","hotels wifi internet","created quality"
"1845","visas air-travel schengen","takes specify"
"1850","tips-and-tricks travel-companions group-travel","techniques annoying"
"1856","camping bulgaria macedonia southeast-europe balkans","balkans camping"
"1858","budget online-resources accommodation hitchhiking couchsurfing","surfing couch"
"1860","usa trains","train usa"
"1863","israel electronic-items gps-navigation","coverage satnav"
"1866","trains public-transport canada via-rail","notice thing"
"1869","visas china insurance tickets trans-siberian","tickets visas"
"1873","europe trains delays","journeys civ"
"1874","budget airport-transfer thailand taxis bkk","hua hin"
"1875","visas schengen indonesian-citizens","reference letter"
"1887","usa canada cellphones","pre sim"
"1888","transportation croatia","split zadar"
"1899","working-holiday volunteering","charities opportunities"
"1901","customs-and-immigration borders biometric-passports","malfunctions rfid"
"1904","ferries georgia-country bulgaria black-sea batumi","georgia navbul"
"1911","international-travel money exchange","country favourable"
"1912","online-resources buses bulgaria istanbul","plovdiv site"
"1914","gear sleeping","sleeping alarm"
"1921","bulgaria payment-cards","fast convenience"
"1925","budget switzerland hostels geneva","geneva hostel"
"1927","air-travel food-and-drink airport-security duty-free","onboard drink"
"1930","visas australia eu-citizens","eu australia"
"1932","visas schengen","granted consequences"
"1943","usa money canada toronto","cash usd"
"1949","air-travel electronic-items gps-navigation","watch gps"
"1950","online-resources camping","great campsites"
"1953","accommodation food-and-drink sightseeing hawaii","apartment maui"
"1955","usa driving legal","state turn"
"1960","air-travel airlines london vancouver bangkok","vancouver bangkok"
"1961","bulgaria routes balkans albania sofia","kosovo serbia"
"1962","air-travel loyalty-programs around-the-world oneworld","rtw oneworld"
"1974","usa budget sightseeing western-usa salt-lake-city","interesting salt"
"1977","overland road-trips iran pakistan carnet-de-passage","insurance pakistan"
"1978","bulgaria museums locate-this sofia","socialist sofia"
"1980","usa sightseeing road-trips las-vegas","planned vegas"
"1987","usa customs-and-immigration canada tickets one-way","bangkok fly"
"1992","health thailand","recommended immunisations"
"1995","safety hitchhiking","prostitute hints"
"2000","france italy switzerland liechtenstein austria","alps pass"
"2007","visas usa canada borders niagara-falls","niagara falls"
"2012","borders customs-and-immigration mexico automobiles","multiple mexico"
"2013","gear electronic-items power indonesia adapters","twitterer adapter"
"2017","visas us-citizens hong-kong","kong hong"
"2024","camping serbia national-parks","kopaonik park"
"2026","visas usa legal customs-and-immigration paperwork","usa falls"
"2030","public-transport uk manchester","piccadilly trafford"
"2038","usa driving customs-and-immigration central-america routes","america central"
"2041","public-transport london tickets","oyster london"
"2042","health tropical-destinations","dengue resistance"
"2044","health tropical-destinations insects","deet sprays"
"2045","transportation health insurance","medical evacuation"
"2046","us-citizens embassies","generally embassies"
"2047","usa trains canada borders customs-and-immigration","cascades train"
"2049","money macedonia exchange serbia","macedonia serbian"
"2058","air-travel airport-security food-and-drink","cheese mozzarella"
"2062","sightseeing france road-trips alps","grandes menton"
"2067","russia driving georgia-country caucasus","georgia moscow"
"2069","trains routes russia georgia-country","rostov tbilisi"
"2070","visas china russia tips-and-tricks trans-siberian","say tips"
"2075","money canada uk exchange","dollars sterling"
"2079","activities geek-travel las-vegas","vegas geek"
"2085","canada camping outdoor-activities toronto ontario","st camping"
"2091","automobiles germany camping campers munich","munich park"
"2097","air-travel adventure","characteristics parabolic"
"2098","public-transport uk london airport-transfer lgw","gatwick cambridge"
"2099","usa online-resources airports lounges","lounge lounges"
"2103","sightseeing trains japan high-speed-rail","maglev yamanashi"
"2105","adventure long-haul extreme-tourism remote-locations space","prohibitively ventures"
"2112","budget money macedonia atms","atms macedonia"
"2114","europe international-travel israel overland routes","europe israel"
"2116","air-travel france air-france","couple fares"
"2119","safety extreme-tourism middle-east war-zones","iraq adventurous"
"2123","budget overland camping africa uganda","uganda camping"
"2125","visas usa customs-and-immigration transit","immigration forms"
"2127","public-transport airport-transfer finland helsinki hel","vantaa helsinki"
"2145","germany airport-transfer cologne cgn","komed cologne"
"2148","accommodation trekking nepal","annapurna tilicho"
"2152","europe routes ferries maps north-sea","waterways sea"
"2157","visas usa work","tourist job"
"2164","europe cities","cities october"
"2166","air-travel airlines loyalty-programs payment-cards cdg","express points"
"2173","visas international-travel luggage airports uae","airways emirates"
"2176","adventure extreme-tourism remote-locations arctic","marathon pole"
"2177","visas usa passports","expires months"
"2181","visas uk hostels morocco","booking hotel"
"2182","food-and-drink children southeast-asia vietnam","vietnam child"
"2185","budget work thailand legal","tesol thailand"
"2187","india weather-and-climate kerala","kerala kochi"
"2194","visas work argentina new-zealand-citizens","argentina simplest"
"2198","transportation islands legal alaska","island attu"
"2204","air-travel loyalty-programs qantas cathay-pacific fare-class","pacific cathay"
"2243","public-transport airport-transfer southern-california san-diego","gaslight convention"
"2250","air-travel budget airlines long-haul tips-and-tricks","dusseldorf quito"
"2265","air-travel airports new-york-city jfk","terminal jfk"
"2271","public-transport uk overland uae","dubai quickest"
"2272","visas usa","business ibm"
"2273","air-travel tickets southwest-airlines","boarding southwest"
"2275","visas usa work","confuses type"
"2287","visas international-travel working-holiday","skills base"
"2302","health adventure ukraine radiation chernobyl","contaminated chernobyl"
"2305","visas schengen europe 90-180-visa-rules","zone entry"
"2310","visas work visas-on-arrival working-holiday working-visas","countries arrival"
"2312","air-travel customs-and-immigration airlines airport-security missed-flights","miss connecting"
"2313","air-travel airlines luggage airports","bags checking"
"2315","car-rentals amtrak los-angeles","car lax"
"2322","air-travel safety airlines","traffic listen"
"2326","health insurance","secondary coverage"
"2328","health insurance","insurance plans"
"2331","air-travel health","eyebrow landing"
"2334","health food-and-drink albania shkoder tap-water","albania shkod"
"2338","culture new-zealand homestay indigenous-peoples","traditional maori"
"2340","australia culture languages indigenous-peoples","strait aboriginal"
"2341","internet wifi albania shkoder","albania shkod"
"2346","air-travel safety online-resources airlines","airlines determine"
"2349","sweden culture couchsurfing gifts souvenirs","bring sweden"
"2351","europe trains interrail eurostar","interrail passholder"
"2354","europe sightseeing","interests preferences"
"2428","air-travel budget australia new-zealand oceania","australia zealand"
